command	availability	go_package	effective_owner	implementation_source	parser_model	base_synopsis	conditional_synopsis	applicability	required_options	conditional_options	compatibility_scope	option_arguments	operands	operand_rules	special_tokens	stdin	environment	stdout	stderr	effects	exit_status	clause_ids	standard_source	parser_source	go_evidence	shell_evidence	shell_routing_evidence	provider_evidence	evidence_state
rm	go	cmds/rm	go	cmds/rm	flagset	rm [-iRr] file... ; rm -f [-iRr] [file...]	-	base	-f;-i;-R;-r	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_COLLATE;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:rm:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/rm.html	cmds/rm	-	-	-	-	unverified
rmdir	go	cmds/rmdir	go	cmds/rmdir	flagset	rmdir [-p] dir...	-	base	-p	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	dir	Process each dir pathname in operand order and remove its empty directory entry as by rmdir(); under -p, after removing a multi-component operand, repeatedly remove its dirname ancestors until completion or the first failure.	-- ends option parsing; a lone - after it is a literal directory pathname, not standard input.	Not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	Not used.	Used only for diagnostic messages.	Removes each named empty directory and, with -p, removable pathname ancestors.	0 only when every directory entry specified by an operand is removed successfully; greater than 0 if an error occurs.	XCU:rmdir:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/rmdir.html	cmds/rmdir	cmds/rmdir/rmdir_test.go#TestRmdirEmpty;cmds/rmdir/rmdir_test.go#TestRmdirParents;cmds/rmdir/rmdir_test.go#TestRmdirParentsStopsOnNonEmpty;cmds/rmdir/rmdir_test.go#TestRmdirContinuesPastErrors;cmds/rmdir/rmdir_test.go#TestRmdirDoubleDashOperand;cmds/rmdir/rmdir_test.go#TestRmdirDashOperand	-	-	-	partial
sed	go	cmds/sed	go	cmds/sed	custom	sed [-n] script [file...] ; sed [-n] -e script [-e script]... [-f script_file]... [file...] ; sed [-n] [-e script]... -f script_file [-f script_file]... [file...]	-	base	-e;-f;-n	-	POSIX Issue 7 only; GNU compatibility is out of scope	-e=<script>;-f=<script_file>	file;script	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_COLLATE;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:sed:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/sed.html	cmds/sed	-	-	-	-	unverified
sh	shell_only	-	shell	shell:sh	shell_entrypoint	sh [-abCefhimnuvx] [-o option]... [+abCefhimnuvx] [+o option]... [command_file [argument...]] ; sh -c [-abCefhimnuvx] [-o option]... [+abCefhimnuvx] [+o option]... command_string [command_name [argument...]] ; sh -s [-abCefhimnuvx] [-o option]... [+abCefhimnuvx] [+o option]... [argument...]	-	base	-a;-b;-C;-e;-f;-h;-i;-m;-n;-u;-v;-x;-o;+a;+b;+C;+e;+f;+h;+i;+m;+n;+u;+v;+x;+o;-c;-s	-	POSIX Issue 7 only; GNU compatibility is out of scope	-o=<option>;+o=<option>	-;argument;command_file;command_name;command_string	UNVERIFIED	UNVERIFIED	UNVERIFIED	ENV;FCEDIT;HISTFILE;HISTSIZE;HOME;LANG;LC_ALL;LC_COLLATE;LC_CTYPE;LC_MESSAGES;MAIL;MAILCHECK;MAILPATH;NLSPATH;PATH;PWD	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:sh:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/sh.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteSh	-	unverified
sleep	go	cmds/sleep	go	cmds/sleep	flagset	sleep time	-	base	NONE	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	time	Accept the Issue 7 time operand as a non-negative decimal integer and suspend execution for at least that many integral seconds.	-- ends option parsing; Issue 7 defines no command-specific special token.	Not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	Not used.	Used only for diagnostic messages.	Suspends the invoking execution for at least time seconds; SIGALRM may complete successfully, be ignored, or take its default action, and other signals take their standard action.	0 after a successful suspension of at least time seconds or an allowed successful SIGALRM disposition; greater than 0 if an error occurs.	XCU:sleep:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/sleep.html	cmds/sleep	cmds/sleep/sleep_test.go#TestSleepZeroish;cmds/sleep/sleep_test.go#TestSleepIssue7IntegralDuration;cmds/sleep/sleep_test.go#TestSleepErrors	-	-	-	partial
sort	go	cmds/sort	go	cmds/sort	flagset	sort [-m] [-o output] [-bdfinru] [-t char] [-k keydef]... [file...] ; sort [-c|-C] [-bdfinru] [-t char] [-k keydef] [file]	-	base	-c;-C;-m;-o;-u;-d;-f;-i;-n;-r;-b;-t;-k	-	POSIX Issue 7 only; GNU compatibility is out of scope	-o=<output>;-t=<char>;-k=<keydef>	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_COLLATE;LC_CTYPE;LC_MESSAGES;LC_NUMERIC;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:sort:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/sort.html	cmds/sort	-	-	-	-	unverified
split	go	cmds/split	go	cmds/split	flagset	split [-l line_count] [-a suffix_length] [file [name]] ; split -b n[k|m] [-a suffix_length] [file [name]]	-	base	-a;-b;-l	-	POSIX Issue 7 only; GNU compatibility is out of scope	-a=<suffix_length>;-b=<n>;-l=<line_count>	file;name	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:split:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/split.html	cmds/split	-	-	-	-	unverified
strings	go	cmds/strings	go	cmds/strings	flagset	strings [-a] [-t format] [-n number] [file...]	-	base	-a;-n;-t	-	POSIX Issue 7 only; GNU compatibility is out of scope	-n=<number>;-t=<format>	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:strings:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/strings.html	cmds/strings	-	-	-	-	unverified
strip	external_provider	cmds/posixproviders	external_provider	pkg/posixprovider/manifest.tsv#strip	external	-	development::strip file...	development	-	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:strip:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/strip.html	-	-	-	-	-	unverified
stty	go	cmds/stty	go	cmds/stty	custom	stty [-a|-g] ; stty operand...	-	base	-a;-g	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	parenb (-parenb);parodd (-parodd);cs5 cs6 cs7 cs8;number;ispeed number;ospeed number;hupcl (-hupcl);hup (-hup);cstopb (-cstopb);cread (-cread);clocal (-clocal);ignbrk (-ignbrk);brkint (-brkint);ignpar (-ignpar);parmrk (-parmrk);inpck (-inpck);istrip (-istrip);inlcr (-inlcr);igncr (-igncr);icrnl (-icrnl);ixon (-ixon);ixany (-ixany);ixoff (-ixoff);opost (-opost);onlcr (-onlcr);ocrnl (-ocrnl);onocr (-onocr);onlret (-onlret);ofill (-ofill);ofdel (-ofdel);cr0 cr1 cr2 cr3;nl0 nl1;tab0 tab1 tab2 tab3;tabs (-tabs);bs0 bs1;ff0 ff1;vt0 vt1;isig (-isig);icanon (-icanon);iexten (-iexten);echo (-echo);echoe (-echoe);echok (-echok);echonl (-echonl);noflsh (-noflsh);tostop (-tostop);<control>-character string;min number;time number;saved settings;evenp or parity;oddp;-parity, -evenp, or -oddp;raw (-raw or cooked);nl (-nl);ek;sane	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:stty:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/stty.html	cmds/stty	-	-	-	-	unverified
tabs	go	cmds/tabs	go	cmds/tabs	flagset	tabs [-T type] n[[sep[+]n]...]	xsi::tabs [-n|-a|-a2|-c|-c2|-c3|-f|-p|-s|-u] [-T type]	base;xsi	-T	xsi:-<n>,-a,-a2,-c,-c2,-c3,-f,-p,-s,-u	POSIX Issue 7 only; GNU compatibility is out of scope	-T=<type>	n[[sep[+]n]...]	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH;TERM	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:tabs:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tabs.html	cmds/tabs	-	-	-	-	unverified
tail	go	cmds/tail	go	cmds/tail	flagset	tail [-f] [-c number|-n number] [file]	-	base	-c;-f;-n	-	POSIX Issue 7 only; GNU compatibility is out of scope	-c=<number>;-n=<number>	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:tail:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tail.html	cmds/tail	-	-	-	-	unverified
talk	external_provider	cmds/posixproviders	external_provider	pkg/posixprovider/manifest.tsv#talk	external	-	optional::talk address [terminal]	optional	-	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	address;terminal	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH;TERM	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:talk:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/talk.html	-	-	-	-	-	unverified
tee	go	cmds/tee	go	cmds/tee	flagset	tee [-ai] [file...]	-	base	-a;-i	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	file	Copy standard input without buffering to standard output and every file operand; without -a create or truncate named files, with -a append; support at least 13 file operands; after a write failure on one opened file diagnose it and continue the other opened files and standard output.	-- ends option parsing; a file operand of - always names a literal file called -, never standard output.	Read as a byte stream of any type and copy without buffering.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	Write an exact copy of standard input.	Used only for diagnostic messages, including non-signal output errors.	Creates or truncates each named output file by default, appends under -a, and ignores SIGINT while -i is active.	0 only when standard input is copied successfully to standard output and all output files; greater than 0 if an error occurs.	XCU:tee:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tee.html	cmds/tee	cmds/tee/tee_test.go#TestTeeStdoutOnly;cmds/tee/tee_test.go#TestTeeWritesFiles;cmds/tee/tee_test.go#TestTeeTruncatesByDefault;cmds/tee/tee_test.go#TestTeeAppend;cmds/tee/tee_test.go#TestTeeOpenErrorContinues;cmds/tee/tee_test.go#TestTeeDashIsLiteralFileName;cmds/tee/tee_test.go#TestTeeStdoutWriteErrorPOSIX;cmds/tee/run_signal_test.go#TestTeeIgnoreInterruptsActual;cmds/tee/tee_posix_linux_test.go#TestTeeIssue7FileWriteFailureContinues	-	-	-	partial
test	go	cmds/test	shell	shell:test	shell_builtin	test [expression] ; [ [expression] ]	-	base	-	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	-b pathname;-c pathname;-d pathname;-e pathname;-f pathname;-g pathname;-h pathname;-L pathname;-n string;-p pathname;-r pathname;-S pathname;-s pathname;-t file_descriptor;-u pathname;-w pathname;-x pathname;-z string;string;s1 = s2;s1 != s2;n1 -eq n2;n1 -ne n2;n1 -gt n2;n1 -ge n2;n1 -lt n2;n1 -le n2;expression1 -a expression2;expression1 -o expression2;! expression;( expression )	Evaluate the expression using the POSIX zero-through-four-argument rules and the specified primaries and operators.	The operand -- is expression data: test does not recognize it as the Guideline 10 end-of-options delimiter. A lone - is likewise an expression operand.	Not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	Not used.	Used only for diagnostic messages.	status_only	0 if expression evaluates true; 1 if it evaluates false; greater than 1 on error or invalid expression.	XCU:test:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/test.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteTest	-	unverified
time	go	cmds/time	shell	shell:time	shell_keyword	time [-p] utility [argument...]	-	base	-p	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	utility;argument	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;LC_NUMERIC;NLSPATH;PATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:time:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/time.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteTime	-	unverified
touch	go	cmds/touch	go	cmds/touch	flagset	touch [-acm] [-r ref_file|-t time|-d date_time] file...	-	base	-a;-c;-d;-m;-r;-t	-	POSIX Issue 7 only; GNU compatibility is out of scope	-d=<date_time>;-r=<ref_file>;-t=<time>	file	Each file operand is processed independently and a failure continues with the rest; an absent file is created empty with mode 0666 unless -c (whose suppressed creation is not an error); neither -a nor -m selects both; without -r, -t, or -d the current time is used; - is an ordinary pathname.	-r, -t, and -d are mutually exclusive time sources; -t accepts [[CC]YY]MMDDhhmm[.SS] with 69-99/00-68 century windowing and SS=60 meaning one second after :59 (rolling into the next day at 23:59); -d accepts YYYY-MM-DDThh:mm:SS with T or space separator, period or comma fraction, and empty (local) or Z (UTC) timezone; option parsing stops at the first operand.	Not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH;TZ	Not used.	Used only for diagnostic messages.	Sets the access and/or modification times selected by -a/-m of each file to the current time, the -r reference file's corresponding times, or the -t/-d time interpreted in TZ from the invocation environment; creates absent files unless -c.	0 when all requested time changes were made; greater than 0 if an error occurred.	XCU:touch:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/touch.html	cmds/touch	cmds/touch/touch_test.go#TestTouchCreates;cmds/touch/touch_test.go#TestTouchStamp;cmds/touch/touch_test.go#TestTouchStampUsesInvocationTZAndCurrentYear;cmds/touch/touch_test.go#TestTouchStopsOptionParsingAtFirstOperand;cmds/touch/touch_test.go#TestTouchDate;cmds/touch/touch_test.go#TestTouchDateISOSeconds60AndFractions;cmds/touch/touch_test.go#TestTouchNoCreate;cmds/touch/touch_test.go#TestTouchReference;cmds/touch/touch_test.go#TestTouchAccessOnly;cmds/touch/touch_test.go#TestTouchCurrentTimeExisting;cmds/touch/touch_test.go#TestTouchCurrentTimePartial;cmds/touch/touch_test.go#TestTouchErrors;cmds/touch/touch_test.go#TestTouchDashIsAnOrdinaryPathname;cmds/touch/touch_stamp_boundary_test.go#TestTouchStampSecond60RollsForward	-	-	-	partial
tput	go	cmds/tput	go	cmds/tput	flagset	tput [-T type] operand...	-	base	-T	-	POSIX Issue 7 only; GNU compatibility is out of scope	-T=<type>	clear;init;reset	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH;TERM	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:tput:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tput.html	cmds/tput	-	-	-	-	unverified
tr	go	cmds/tr	go	cmds/tr	flagset	tr [-c|-C] [-s] string1 string2 ; tr -s [-c|-C] string1 ; tr -d [-c|-C] string1 ; tr -ds [-c|-C] string1 string2	-	base	-c;-C;-d;-s	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	string1, string2	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_COLLATE;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:tr:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tr.html	cmds/tr	-	-	-	-	unverified
true	go	cmds/true	shell	shell:true	shell_builtin	true	-	base	-	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	-	No operands are specified.	UNVERIFIED	Not used.	-	Not used.	Not used.	status_only	Always 0.	XCU:true:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/true.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteTrue	-	unverified
tsort	go	cmds/tsort	go	cmds/tsort	flagset	tsort [file]	-	base	NONE	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	file	Read blank-separated pairs of non-empty items; unequal items impose first-before-second ordering and identical items declare presence; write every item once in a total order consistent with all imposed relations.	-- ends option parsing; this implementation treats a file operand of - as standard input.	Used when file is omitted or is -; otherwise not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	Write a text file containing one total ordering consistent with the partial-order input.	Used only for diagnostic messages.	Reads the input without modifying it; output is standard output only.	0 for successful completion; greater than 0 if an error occurs.	XCU:tsort:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tsort.html	cmds/tsort	cmds/tsort/tsort_test.go#TestTsort;cmds/tsort/tsort_test.go#TestTsortFileOperand;cmds/tsort/tsort_test.go#TestTsortErrors;cmds/tsort/tsort_test.go#TestTsortPOSIXExample	-	-	-	partial
tty	go	cmds/tty	go	cmds/tty	flagset	tty	-	base	NONE	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	NONE	No operands are accepted; examine standard input to determine whether it is a terminal and, if so, obtain a ttyname()-equivalent pathname.	-- ends option parsing; Issue 7 specifies no tty options or operands.	Examined but not read to determine terminal status and name.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	For a terminal write its ttyname()-equivalent pathname and newline; otherwise write an informative message, exactly not a tty followed by newline in the POSIX locale.	Used only for diagnostic messages.	Examines the standard-input descriptor without consuming input or modifying files.	0 when standard input is a terminal; 1 when it is not; greater than 1 if an error occurs.	XCU:tty:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/tty.html	cmds/tty	cmds/tty/tty_posix_test.go#TestTTYTerminalName;cmds/tty/tty_test.go#TestTTYNotAFile;cmds/tty/tty_test.go#TestTTYWriteError;cmds/tty/tty_test.go#TestTTYErrors	-	-	-	partial
umask	shell_only	-	shell	shell:umask	shell_builtin	umask [-S] [mask]	-	base	-S	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	mask	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:umask:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/umask.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteUmask	-	unverified
unalias	shell_only	-	shell	shell:unalias	shell_builtin	unalias alias-name... ; unalias -a	-	base	-a	-	POSIX Issue 7 only; GNU compatibility is out of scope	-	alias-name	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:unalias:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/unalias.html	-	-	-	bashy:internal/cli/profile_b_routing_test.go#TestProfileBRouteUnalias	-	unverified
uname	go	cmds/uname	go	cmds/uname	flagset	uname [-amnrsv]	-	base	-a;-m;-n;-r;-s;-v	-	POSIX Issue 7 only; GNU compatibility is out of scope	NONE	NONE	Any operand is rejected as a usage error.	-- ends option parsing; trailing words are still rejected operands.	Not used.	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	One line of the selected symbols in the fixed order sysname nodename release version machine regardless of flag order, separated by single spaces; no flags means -s; -a selects exactly -mnrsv; a platform without a kernel-version symbol omits that field consistently so -a -v equals -a.	Used only for diagnostic messages.	Values come from uname(2) on unix (whitespace runs collapsed); on Windows the kernel name is Windows_NT, the release is major.minor.build from RtlGetVersion, the machine maps GOARCH to the GNU spelling, and no kernel-version symbol exists.	0 when the requested information was written; 1 when the system probe fails; 2 usage.	XCU:uname:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/uname.html	cmds/uname	cmds/uname/uname_test.go#TestUnameDefaultIsKernelName;cmds/uname/uname_test.go#TestUnameFields;cmds/uname/uname_test.go#TestUnameCombinedAndAll;cmds/uname/uname_test.go#TestUnameAllIsExactlyMNRSV;cmds/uname/uname_test.go#TestUnameErrors;cmds/uname/uname_assemble_test.go#TestAssembleSkipsEmptyVersion;cmds/uname/uname_assemble_test.go#TestAssembleFixedOrderWithVersion	-	-	-	partial
unexpand	go	cmds/unexpand	go	cmds/unexpand	flagset	unexpand [-a|-t tablist] [file...]	-	base	-a;-t	-	POSIX Issue 7 only; GNU compatibility is out of scope	-t=<tablist>	file	UNVERIFIED	UNVERIFIED	UNVERIFIED	LANG;LC_ALL;LC_CTYPE;LC_MESSAGES;NLSPATH	UNVERIFIED	UNVERIFIED	UNVERIFIED	UNVERIFIED	XCU:unexpand:SYNOPSIS,OPTIONS,OPERANDS,ENVIRONMENT_VARIABLES,STDIN,INPUT_FILES,STDOUT,STDERR,OUTPUT_FILES,EXIT_STATUS,CONSEQUENCES_OF_ERRORS	POSIX08-2016:https://pubs.opengroup.org/onlinepubs/9699919799.2016edition/utilities/unexpand.html	cmds/unexpand	-	-	-	-	unverified
